assemblyID	tracker_sample_name	correctSpecies	CorrectEcotype	lifeHistory	technology	source	complete	duplicated	fraged	missing	clade	subfamily	tribe	subtribe	wrongSample	lowTABASCO	CHList	QCshortread	dupSample	rhizome_PAV	pacbio	compdup
Avena_clauda		Avena clauda	merged	annual	Illumina	SRA	4196	773	435	188	BOP	Pooideae	Poeae	Aveninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4969
Avena_damascena		Avena damascena	merged	annual	Illumina	SRA	2116	1178	2107	191	BOP	Pooideae	Poeae	Aveninae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	3294
Avena_eriantha_BYU132_v1_assembly		Avena eriantha	BYU132	annual	PacBio RSII; PacBio Sequel; llumina Novaseq 6000	NCBI	4518	638	254	182	BOP	Pooideae	Poeae	Aveninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5156
Avena_hirtula		Avena hirtula	merged	annual	Illumina	SRA	2794	1080	1525	193	BOP	Pooideae	Poeae	Aveninae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	3874
Avena_insularis_BYU209_v1_assembly		Avena insularis		annual	PacBio RSII; PacBio Sequel; llumina Novaseq 6000	NCBI	29	5216	195	152	BOP	Pooideae	Poeae	Aveninae	TRUE	TRUE	TRUE	TRUE	TRUE		TRUE	5245
Avena_longiglumis_CN58138_v1_assembly		Avena longiglumis	CN 58138	annual	PacBio RSII; PacBio Sequel; llumina Novaseq 6000	NCBI	43	5123	237	189	BOP	Pooideae	Poeae	Aveninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5166
Avena_lusitanica		Avena lusitanica	merged	annual	Illumina	SRA	2522	1084	1793	193	BOP	Pooideae	Poeae	Aveninae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	3606
Avena_sativa_cv_Sang_v1_assembly		Avena sativa	Sang	annual	Illumina HiSeq X Ten; Illumina HiSeq 2500	NCBI	260	4977	208	147	BOP	Pooideae	Poeae	Aveninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5237
Avena_wiestii		Avena wiestii	merged	annual	Illumina	SRA	2634	1129	1634	195	BOP	Pooideae	Poeae	Aveninae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	3763
AzucenaRS1		Oryza sativa	Japonica_Azucena	annual	PacBio; Illumina	NCBI	4878	433	190	91	BOP	Oryzoideae	Oryzeae	Oryzinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5311
B88v1		Oryza barthii	B88	annual	Illumina HiSeq	NCBI	4678	426	387	101	BOP	Oryzoideae	Oryzeae	Oryzinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5104
BC100		Panicum miliaceum	100	annual	PacBio Sequel	NCBI	224	5350	11	7	PACMAD	Panicoideae	Paniceae	Panicinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5574
BC332		Panicum miliaceum	332	annual	PacBio Sequel	NCBI	202	5372	11	7	PACMAD	Panicoideae	Paniceae	Panicinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5574
BC382		Panicum miliaceum	382	annual	PacBio Sequel	NCBI	203	5371	10	8	PACMAD	Panicoideae	Paniceae	Panicinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5574
BC404		Panicum miliaceum	404	annual	PacBio Sequel	NCBI	205	5369	11	7	PACMAD	Panicoideae	Paniceae	Panicinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5574
BC477		Panicum miliaceum	477	annual	PacBio Sequel	NCBI	200	5374	11	7	PACMAD	Panicoideae	Paniceae	Panicinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5574
BdistachyonTek_4_332_v1		Brachypodium distachyon	Tek-4	annual	Illumina	JGI	3860	272	1250	210	BOP	Pooideae	Brachypodieae	Brachypodiinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4132
Bhybridum_463_v1.0		Brachypodium hybridum		annual	Pacbio	JGI	282	4973	195	142	BOP	Pooideae	Brachypodieae	Brachypodiinae	TRUE	TRUE	TRUE	TRUE	TRUE		TRUE	5255
Bl-K1279B-DRAFT-PanAnd-1.0		Bothriochloa laguroides	K1279B	perennial	PacBio	PanAnd	1	5588	2	1	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5589
Brachypodium_distachyon_v3.0		Brachypodium distachyon	Bd21	annual	ABI 3739	NCBI	4730	451	240	171	BOP	Pooideae	Brachypodieae	Brachypodiinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5181
Brachypodium_stacei		Brachypodium stacei		annual	unknown	CoGE	4770	397	250	175	BOP	Pooideae	Brachypodieae	Brachypodiinae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	5167
Bromus_tectorum		Bromus tectorum		annual	PacBio_Illumina	CoGE	4465	605	298	224	BOP	Pooideae	Bromeae	Brominae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5070
Cc-PI314907-DRAFT-PanAnd-1.0		Cymbopogon citratus	PI314907	perennial	PacBio	PanAnd	12	5573	6	1	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	TRUE	5585
Ccit.v1.0		Cymbopogon citratus	IRGN J3P28PV5NC	perennial	Illumina X Ten	NCBI	3921	248	1235	188	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	4169
CERZOS_EC1.0		Eragrostis curvula	Victoria	perennial	PacBio Sequel; Chicago; Hi-C	NCBI	3667	1849	50	26	PACMAD	Chloridoideae	Eragrostideae	Eragrostidinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5516
Chimonobambusa_convoluta		Chimonobambusa convoluta	merged	perennial	Illumina	SRA	2259	2534	752	47	BOP	Bambusoideae	Arundinarieae	Arundinariinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	4793
Cr-AUB069-DRAFT-PanAnd-1.0		Cymbopogon refractus	AUB069	perennial	PacBio	PanAnd	5430	146	12	4	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5576
Cynodon_dactylon		Cynodon dactylon	merged	perennial	Illumina	SRA	1592	2384	1580	36	PACMAD	Chloridoideae	Cynodonteae	Eleusininae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	3976
Cynodon_nlemfuensis		Cynodon nlemfuensis		perennial	unknown	CoGE	4661	778	92	61	PACMAD	Chloridoideae	Cynodonteae	Eleusininae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5439
DE01087.PacbioCLRassembly		Alopecurus myosuroides		annual	PacBio Sequel I	NCBI	3844	1209	287	252	BOP	Pooideae	Poeae	Alopecurinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5053
DiExil		Digitaria exilis	Niatia	annual	PacBio	NCBI	57	5516	13	6	PACMAD	Panicoideae	Paniceae	Anthephorinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5573
Dinebra_chinensis		Dinebra chinensis	merged		Illumina	SRA	535	4419	614	24	PACMAD	Chloridoideae	Cynodonteae	Eleusininae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	4954
Eleusine_coracana_v1.0		Eleusine coracana	coracana_KNE 796-S	annual	PacBio CLR	NCBI	171	5325	61	35	PACMAD	Chloridoideae	Cynodonteae	Eleusininae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5496
Embrapa_Uruz_1.0		Urochloa ruziziensis	Clone 69	perennial	PacBio Sequel; Illumina HiSeq	NCBI	4140	1411	23	18	PACMAD	Panicoideae	Paniceae	Melinidinae	TRUE	TRUE	TRUE	TRUE	TRUE		TRUE	5551
ERR7747980		Aegilops ventricosa		annual	Illumina	SRA	1458	2053	1895	186	BOP	Pooideae	Triticeae	Triticinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	3511
Et-Layton_Zhong168-DRAFT-PanAnd-1.0		Elionurus tripsacoides	Layton&Zhong168	perennial	PacBio	PanAnd	267	5308	8	9	PACMAD	Panicoideae	Andropogoneae		TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5575
FB19_001_1		Hordeum bulbosum		perennial	Illumina Novaseq 6000; PacBio Sequel II	NCBI	36	5141	224	191	BOP	Pooideae	Triticeae	Hordeinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5177
FB19_011_3		Hordeum bulbosum		perennial	Illumina Novaseq 6000; PacBio Sequel II	NCBI	57	5093	243	199	BOP	Pooideae	Triticeae	Hordeinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5150
FB19_028_3		Hordeum bulbosum		perennial	Illumina Novaseq 6000; PacBio Sequel II	NCBI	44	5137	218	193	BOP	Pooideae	Triticeae	Hordeinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5181
Festuca_brevipila		Festuca brevipila		perennial	Pacbio	CoGE	83	5189	189	131	BOP	Pooideae	Poeae	Loliinae	TRUE	TRUE	TRUE	TRUE	TRUE		TRUE	5272
Fonio_CM05836		Digitaria exilis		annual	Illumina paired-end (321-fold coverage); mate-pair (241-fold coverage) and linked-read (10× Genomics; 84-fold coverage) sequencing.	NCBI	103	5463	19	7	PACMAD	Panicoideae	Paniceae	Anthephorinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5566
FRR_PoAnn_1.0		Poa annua	MN234	annual	PacBio RSII	NCBI	231	4989	220	152	BOP	Pooideae	Poeae	Poinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5220
HAU_Weining_v1.0		Secale cereale	Weining	annual	PacBio RS	NCBI	2780	2301	269	242	BOP	Pooideae	Triticeae	Hordeinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5081
Hc-AUB53_1-DRAFT-PanAnd-1.0		Heteropogon contortus	AUB53	perennial	PacBio	PanAnd	2	5583	6	1	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5585
Hp-KelloggPI404118-DRAFT-PanAnd-1.0		Hemarthria compressa	KelloggPI404118	perennial	PacBio	PanAnd	1	5574	10	7	PACMAD	Panicoideae	Andropogoneae	Ratzeburgiinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5575
Hvulgare_FT262_BPGv2		Hordeum vulgare	spontaneum	annual	Illumina Novaseq 6000; PacBio Sequel II	NCBI	4535	592	263	202	BOP	Pooideae	Triticeae	Hordeinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5127
Hvulgare_HOR_13663_BPGv2		Hordeum vulgare		annual	Illumina Novaseq 6000; PacBio Sequel II	NCBI	4549	576	267	200	BOP	Pooideae	Triticeae	Hordeinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5125
Hvulgare_HOR_19184_BPGv2		Hordeum vulgare		annual	Illumina Novaseq 6000; PacBio Sequel II	NCBI	4534	598	263	197	BOP	Pooideae	Triticeae	Hordeinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5132
Hvulgare_HOR_4224_BPGv2		Hordeum vulgare		annual	Illumina Novaseq 6000; PacBio Sequel II	NCBI	4531	597	266	198	BOP	Pooideae	Triticeae	Hordeinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5128
Ir-Pasquet1136-DRAFT-PanAnd-1.0		Ischaemum rugosum	Pasquet1136	annual	PacBio	PanAnd	4995	577	13	7	PACMAD	Panicoideae	Andropogoneae	Ischaeminae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5572
IRGSP-1.0		Oryza sativa	Japonica_Nipponbare	annual	BAC; Illumina	NCBI	4861	442	192	97	BOP	Oryzoideae	Oryzeae	Oryzinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5303
ISU_Sangustifolia_v1		Streptochaeta angustifolia	Wildtype	perennial	Illumina; Bionano	NCBI	3579	1233	474	306	outgroup	Anomochlooideae	Streptochaeteae		TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4812
IWGSC_CS_RefSeq_v2.1		Triticum aestivum	Chinese Spring	annual	PacBio; Illumina HiSeq	NCBI	104	5137	204	147	BOP	Pooideae	Triticeae	Triticinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5241
KIB_Aluo_1		Ampelocalamus luodianensis	GZH07	perennial	Oxford Nanopore PromethION	NCBI	1559	3912	74	47	BOP	Bambusoideae	Arundinarieae	Arundinariinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	5471
KIB_Bamp_2		Bonia amplexicaulis	Liujx17006	perennial	Oxford Nanopore PromethION	NCBI	1905	3448	157	82	BOP	Bambusoideae	Bambuseae	Bambusinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	5353
KIB_Dsin_1		Dendrocalamus sinicus	GZH08	perennial	Oxford Nanopore PromethION	NCBI	1341	4145	68	38	BOP	Bambusoideae	Bambuseae	Bambusinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	5486
KIB_Gang_2		Guadua angustifolia	GZH04	perennial	Oxford Nanopore PromethION	NCBI	2366	2961	168	97	BOP	Bambusoideae	Bambuseae	Guaduinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	5327
KIB_Hcal_1		Hsuehochloa calcarea	GZH06	perennial	Oxford Nanopore PromethION	NCBI	1912	3494	106	80	BOP	Bambusoideae	Arundinarieae	Hsuehochloinae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	5406
KIB_Mbac_1		Melocanna baccifera	GZH09	perennial	Oxford Nanopore PromethION	NCBI	1591	3869	82	50	BOP	Bambusoideae	Bambuseae	Melocanninae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	5460
KIB_Ogla_1		Otatea glauca	GZH072	perennial	Oxford Nanopore PromethION	NCBI	1818	3653	75	46	BOP	Bambusoideae	Bambuseae	Guaduinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	5471
KIB_Olat_2		Olyra latifolia	14001	perennial	Oxford Nanopore PromethION	NCBI	4978	418	111	85	BOP	Bambusoideae	Olyreae	Olyrinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5396
KIB_Pedu_3		Phyllostachys edulis	GZH03	perennial	Oxford Nanopore PromethION	NCBI	1449	4039	70	34	BOP	Bambusoideae	Arundinarieae	Arundinariinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	5488
KIB_Rgui_2		Raddia guianensis	14019	perennial	Oxford Nanopore PromethION	NCBI	4795	471	176	150	BOP	Bambusoideae	Olyreae	Olyrinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5266
KIB_Rrac_1		Rhipidocladum racemiflorum	GZH05	perennial	Oxford Nanopore PromethION	NCBI	2476	2961	83	72	BOP	Bambusoideae	Bambuseae	Arthrostylidiinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	5437
LB120v1		Oryza barthii	TB65	annual	Illumina HiSeq	NCBI	4773	451	273	95	BOP	Oryzoideae	Oryzeae	Oryzinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5224
Lolium_arundinaceum		Lolium arundinaceum	merged	perennial	Illumina	SRA	1381	1676	2391	144	BOP	Pooideae	Poeae	Loliinae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	3057
lpBroSter1.1		Bromus sterilis		annual	PacBio;Arima2	NCBI	4510	566	291	225	BOP	Pooideae	Bromeae	Brominae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5076
Lperr_V1.4		Leersia perrieri		annual	Illumina HiSeq	NCBI	4740	430	286	136	BOP	Oryzoideae	Oryzeae	Oryzinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5170
lpNeoColu1.0.hap1		Neostapfia colusana	DT0270	annual	PacBio Sequel IIe; Dovetail OmniC; Illumina NovaSeq	NCBI	3363	2000	117	112	PACMAD	Chloridoideae	Cynodonteae	Orcuttiinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5363
lpPhrAust1.1		Phragmites australis		perennial	PacBio;Arima2	NCBI	1663	3894	25	10	PACMAD	Arundinoideae	Molinieae	Molininae	TRUE	TRUE	TRUE	TRUE	TRUE	1	TRUE	5557
lpPhrAust1.1_alternate_haplotype		Phragmites australis		perennial	PacBio;Arima2	NCBI	1906	3603	57	26	PACMAD	Arundinoideae	Molinieae	Molininae	TRUE	TRUE	TRUE	TRUE	TRUE	1	TRUE	5509
lpTucGree1.0.hap2		Tuctoria greenei	TUGR.3	annual	PacBio Sequel IIe; Illumina NovaSeq 6000; Dovetail OmniC	NCBI	3468	1895	112	117	PACMAD	Chloridoideae	Cynodonteae	Orcuttiinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	TRUE	5363
mabamboo_1.0		Dendrocalamus latiflorus	YDM-20191121	perennial	PacBio Sequel	NCBI	52	5447	60	33	BOP	Bambusoideae	Bambuseae	Bambusinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	TRUE	5499
MCRTL001	AT20TS1MCRTL001	Rottboellia campestris	Kellogg 1258		Illumina	PanAnd	5325	107	156	4	PACMAD	Panicoideae	Andropogoneae	Rottboelliinae	TRUE	TRUE	TRUE	TRUE	TRUE		FALSE	5432
MCRTL002	AT20TS1MCRTL002	Tripsacum laxum	MIA 34792	perennial	Illumina	PanAnd	2497	1603	1492	0	PACMAD	Panicoideae	Andropogoneae	Tripsacinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4100
MCRTL003	AT20TS1MCRTL003	Euclasta condylotricha	Pasquet 1245	annual	Illumina	PanAnd	5428	78	80	6	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5506
MCRTL005	AT20TS1MCRTL005	Polytoca digitata	Traiperm & Layton 520	perennial	Illumina	PanAnd	4439	405	740	8	PACMAD	Panicoideae	Andropogoneae	Chionachninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4844
MCRTL006	AT20TS1MCRTL006	Heteropogon triticeus	HUG814	perennial	Illumina	PanAnd	3662	839	1087	4	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4501
MCRTL007	AT20TS1MCRTL007	Rottboellia cochinchinensis	Layton and Zhong 158	annual	Illumina	PanAnd	5445	74	70	3	PACMAD	Panicoideae	Andropogoneae	Rottboelliinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5519
MCRTL008	AT20TS1MCRTL008	Kerriochloa siamensis	Traiperm 581	perennial	Illumina	PanAnd	4516	402	671	3	PACMAD	Panicoideae	Andropogoneae		TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4918
MCRTL009	AT20TS1MCRTL009	Tripsacum australe	MIA 34499	perennial	Illumina	PanAnd	3373	1463	755	1	PACMAD	Panicoideae	Andropogoneae	Tripsacinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4836
MCRTL010	AT20TS1MCRTL010	Hemisorghum mekongense	Traiperm 569	perennial	Illumina	PanAnd	5470	24	98	0	PACMAD	Panicoideae	Andropogoneae	Sorghinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5494
MCRTL011	AT20TS1MCRTL011	Urelytrum agropyroides	Pasquet 1233	perennial	Illumina	PanAnd	3096	138	2343	15	PACMAD	Panicoideae	Andropogoneae	Rhytachninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	3234
MCRTL013	AT20TS1MCRTL013	Hyperthelia dissoluta	Kellogg 1137	perennial	Illumina	PanAnd	3705	662	1220	5	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4367
MCRTL014	AT20TS1MCRTL014	Rottboellia rugosa	Layton & Zhong 162		Illumina	PanAnd	4905	96	585	6	PACMAD	Panicoideae	Andropogoneae	Rottboelliinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5001
MCRTL015	AT20TS1MCRTL015	Eulaliopsis binata	Traiperm 567	perennial	Illumina	PanAnd	4722	409	460	1	PACMAD	Panicoideae	Andropogoneae	Ischaeminae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5131
MCRTL016	AT20TS1MCRTL016	Rottboellia tessellata	Layton & Zhong 160		Illumina	PanAnd	5126	101	362	3	PACMAD	Panicoideae	Andropogoneae	Rottboelliinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5227
MCRTL017	AT20TS1MCRTL017	Trachypogon spicatus	Pasquet 1109	perennial	Illumina	PanAnd	5072	199	318	3	PACMAD	Panicoideae	Andropogoneae	Apludinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5271
MCRTL018	AT20TS1MCRTL018	Parahyparrhenia siamensis	Traiperm 583	perennial	Illumina	PanAnd	5295	76	219	2	PACMAD	Panicoideae	Andropogoneae		TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5371
MCRTL019	AT20TS1MCRTL019	Eremochloa ciliaris	Traiperm 524	perennial	Illumina	PanAnd	2682	2640	268	2	PACMAD	Panicoideae	Andropogoneae	Ratzeburgiinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5322
MCRTL020	AT20TS1MCRTL020	Zea diploperennis	Guzman & Nee PI 441930	perennial	Illumina	PanAnd	2945	848	1798	1	PACMAD	Panicoideae	Andropogoneae	Tripsacinae	TRUE	TRUE	TRUE	TRUE	TRUE	1	FALSE	3793
MCRTL021	AT20TS1MCRTL021	Ischaemum hubbardii	Traiperm & Layton 538	perennial	Illumina	PanAnd	1785	2618	1188	1	PACMAD	Panicoideae	Andropogoneae	Ischaeminae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4403
MCRTL022	AT20TS1MCRTL022	Eremochloa eriopoda	Traiperm 591	perennial	Illumina	PanAnd	4442	493	648	9	PACMAD	Panicoideae	Andropogoneae	Ratzeburgiinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4935
MCRTL023	AT20TS1MCRTL023	Trachypogon chevalieri	Pasquet 1190	perennial	Illumina	PanAnd	5372	110	106	4	PACMAD	Panicoideae	Andropogoneae	Apludinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5482
MCRTL025	AT20TN1MCRTL025	Schizachyrium brevifolium	Kellogg/Kew MSB 443797	annual	Illumina	PanAnd	3909	689	986	8	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4598
MCRTL027	AT20TN1MCRTL027	Schizachyrium brevifolium	Simon Laegaard 21753	annual	Illumina	PanAnd	5355	154	77	6	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5509
MCRTL030	AT20TN1MCRTL030	Schizachyrium pseudeulalia	I.D. Cowie 11907	annual	Illumina	PanAnd	945	3614	1029	4	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4559
MCRTL031	AT20TN1MCRTL031	Anadelphia scyphofera	Pasquet 1237	annual	Illumina	PanAnd	5385	106	91	10	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5491
MCRTL032	AT20TN1MCRTL032	Andropterum stolzii	JKM 270	perennial	Illumina	PanAnd	5209	115	260	8	PACMAD	Panicoideae	Andropogoneae	Ischaeminae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5324
MCRTL033	AT20TN1MCRTL033	Pseudosorghum fasciculare	Traiperm et al. 512	annual	Illumina	PanAnd	5471	42	74	5	PACMAD	Panicoideae	Andropogoneae	Saccharinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5513
MCRTL035	AT20TN1MCRTL035	Schizachyrium exile	S. Bidgood; K. Hoenselaar; G. Leliyo; & K. Vollesen 5825	annual	Illumina	PanAnd	5319	177	89	7	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5496
MCRTL036	AT20TN1MCRTL036	Andropogon andringitrensis	NOP 89	perennial	Illumina	PanAnd	5120	195	269	8	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5315
MCRTL037	AT20TN1MCRTL037	Hyparrhenia glabriuscula	John Sihvonen 239	perennial	Illumina	PanAnd	5000	231	351	10	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5231
MCRTL039	AT20TN1MCRTL039	Schizachyrium sanguineum	Pasquet 1177	perennial	Illumina	PanAnd	1389	3019	1180	4	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4408
MCRTL040	AT20TN1MCRTL040	Dimeria ornithopoda	Traiperm 575	annual	Illumina	PanAnd	5420	86	81	5	PACMAD	Panicoideae	Andropogoneae	Ischaeminae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5506
MCRTL041	AT20TN1MCRTL041	Andropogon heterantherus	Helen Fauckon 3561	perennial	Illumina	PanAnd	5332	85	168	7	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5417
MCRTL042	AT20TN1MCRTL042	Chrysopogon aciculatus	Sumadijaya 714	perennial	Illumina	PanAnd	5447	49	89	7	PACMAD	Panicoideae	Andropogoneae	Chrysopogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5496
MCRTL044	AT20TN1MCRTL044	Andropogon textilis	D. Vesey-Fitzgerald 1500	perennial	Illumina	PanAnd	4832	288	470	2	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5120
MCRTL047	AT20TN1MCRTL047	Cymbopogon lividus	T.R. Soderstrom; S. Kulatunge 1669	perennial	Illumina	PanAnd	4161	679	750	2	PACMAD	Panicoideae	Andropogoneae	Anthistiriinae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4840
MCRTL049	AT20TN1MCRTL049	Schizachyrium lomaense	A.M.B. Feika; I. Darbyshire; R. Clark ; M.S. James 46	perennial	Illumina	PanAnd	5096	180	303	13	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5276
MCRTL050	AT20TN1MCRTL050	Elionurus royleanus	MSV 826a	annual	Illumina	PanAnd	5251	131	195	15	PACMAD	Panicoideae	Andropogoneae		TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5382
MCRTL051	AT20TN1MCRTL051	Andropogon leprodes	P.e. Glover & Gilliland 1067	perennial	Illumina	PanAnd	4940	241	409	2	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	5181
MCRTL052	AT20TN1MCRTL052	Schizachyrium sanguineum	Pasquet 1167	perennial	Illumina	PanAnd	1413	3035	1140	4	PACMAD	Panicoideae	Andropogoneae	Andropogoninae	TRUE	TRUE	TRUE	TRUE	TRUE	0	FALSE	4448
